PDB,label,year,resolution,type,operation,data
3hzm,5.522878745280337,2010,1.80,Kd,=,3uM
3i97,5.522878745280337,2010,2.90,IC50,=,3uM
3iog,5.522878745280337,2010,1.41,Ki,=,3uM
3t6y,5.522878745280337,2012,2.60,Ki,=,3.0uM
3tws,5.522878745280337,2011,1.70,Kd,=,3.0uM
3v0l,5.522878745280337,2013,1.75,Ki,=,3.0uM
4de3,5.522878745280337,2012,1.44,Ki,=,3.0uM
4en4,5.522878745280337,2012,2.15,Ki,=,3uM
4h2o,5.522878745280337,2012,2.14,IC50,=,3.0uM
4pnl,5.522878745280337,2014,1.50,IC50,=,3.0uM
4qqi,5.522878745280337,2014,2.03,Kd,=,3.0uM
4yvz,5.522878745280337,2015,2.50,IC50,=,3uM
7gpb,5.522878745280337,1992,2.90,Kd,=,3uM
1szm,5.531652669587842,2004,2.50,IC50,=,2.94uM
4fmo,5.531652669587842,2013,3.04,Kd,=,2.94uM
4qz6,5.525929496784957,2015,2.90,IC50,=,2.979uM
4u5j,5.533132379645891,2014,2.26,IC50,=,2.93uM
1bio,5.537602002101044,1999,1.50,IC50,=,2.9uM
1bjv,5.537602002101044,1998,1.80,Ki,=,2.9uM
1h26,5.537602002101044,2003,2.24,Kd,=,2.9uM
1ha2,5.537602002101044,2001,2.50,Kd,=,2.9uM
1kdw,5.537602002101044,2002,2.28,Ki,=,2.9uM
1oiq,5.537602002101044,2003,2.31,IC50,=,2.9uM
1r5w,5.537602002101044,2004,2.90,Kd,=,2.9uM
2c9b,5.540607512240769,2006,2.75,Kd,=,2.88uM
2idk,5.537602002101044,2006,2.55,Kd,=,2.9uM
2nq7,5.537602002101044,2006,1.60,IC50,=,2.9uM
2olb,5.5376020021010435,1996,1.40,Kd,=,2900nM
2y7i,5.537602002101044,2011,1.90,Kd,=,2.9uM
3bxf,5.542118103266008,2008,1.70,Kd,=,2.87uM
3daj,5.537602002101044,2008,2.00,IC50,=,2.9uM
3f07,5.537602002101044,2008,3.30,IC50,=,2.9uM
3ggw,5.537602002101044,2009,1.70,Kd,=,2.9uM
3iqq,5.537602002101044,2010,2.01,Kd,=,2.9uM
3jyr,5.537602002101044,2010,1.75,Kd,=,2.9uM
3r8v,5.537602002101044,2012,1.90,IC50,=,2.9uM
3ubd,5.537602002101044,2012,1.53,Kd,=,2.9uM
3v78,5.537602002101044,2012,2.30,Kd,=,2.9uM
4ba3,5.537602002101044,2013,2.10,Kd,=,2.9uM
4dtt,5.537602002101044,2013,3.22,IC50,=,2.9uM
4hkk,5.537602002101044,2012,1.95,IC50,=,2.9uM
4nxu,5.537602002101044,2013,2.30,Kd,=,2.9uM
4o0t,5.537602002101044,2014,2.60,Ki,=,2.9uM
4qij,5.537602002101044,2014,2.20,Kd,=,2.9uM
4r4c,5.537602002101044,2014,1.40,Kd,=,2.9uM
5a81,5.537602002101044,2015,2.03,Kd,=,2.9uM
5azg,5.537602002101044,2015,1.81,Kd,=,2.9uM
5eds,5.540607512240769,2015,2.80,IC50,=,2.88uM
1g3d,5.552841968657781,2001,1.80,Ki,=,2.8uM
1njc,5.552841968657781,1996,2.50,Kd,=,2.8uM
1y3n,5.552841968657781,2005,1.60,Kd,=,2.8uM
2c2l,5.552841968657781,2005,3.30,Kd,=,2.8uM
2iuz,5.552841968657781,2006,1.95,Ki,=,2.8uM
2wyn,5.552841968657781,2010,2.10,Ki,=,2.8uM
3fkt,5.552841968657781,2009,1.90,IC50,=,2.8uM
3sdg,5.552841968657781,2011,1.87,IC50,=,2.8uM
3uzj,5.549750891680639,2012,1.69,Ki,=,2.82uM
4fri,5.54515513999149,2012,2.30,IC50,=,2.85uM
4ie6,5.552841968657781,2013,2.50,IC50,=,2.8uM
4kww,5.552841968657781,2013,2.55,Ki,=,2.8uM
4p5e,5.552841968657781,2014,1.35,Ki,=,2.8uM
4tk0,5.552841968657781,2014,1.65,IC50,=,2.8uM
4wbg,5.54515513999149,2015,1.90,Ki,=,2.85uM
2jdn,5.555955204081924,2007,1.30,Kd,=,2.78uM
4esg,5.558776325757387,2012,1.70,Kd,=,2762nM
4o3f,5.555955204081924,2014,2.11,Kd,=,2.78uM
5alj,5.562725202589877,2015,2.10,IC50,=,2.737uM
1cs4,5.568636235841013,2001,2.50,IC50,=,2.7uM
1jak,5.568636235841013,2001,1.75,Ki,=,2.7uM
1njd,5.568636235841013,1996,2.20,Kd,=,2.7uM
2f6j,5.568636235841013,2006,2.00,Kd,=,2.7uM
2fuu,5.568636235841013,2006,NMR,Kd,=,2.7uM
2lgf,5.568636235841013,2012,NMR,Kd,=,2.7uM
2nmx,5.568636235841013,2007,1.55,Kd,=,2.7uM
2np9,5.568636235841013,2007,2.45,Ki,=,2.7uM
2onb,5.568636235841013,2007,2.70,Ki,=,2.7uM
2qo1,5.568636235841013,2008,2.60,IC50,=,2.7uM
2z52,5.570247719997592,2008,2.13,IC50,=,2.69uM
3bex,5.568636235841013,2008,1.51,Kd,=,2.7uM
3coz,5.568636235841013,2008,2.00,Kd,=,2.7uM
3uxl,5.568636235841013,2012,2.20,Ki,=,2.7uM
3vtr,5.566390156676282,2013,2.50,Ki,=,2.714uM
4awf,5.568636235841013,2012,2.30,IC50,=,2.7uM
4bda,5.568636235841013,2013,2.60,IC50,=,2.7uM
4umj,5.568636235841013,2015,1.85,IC50,=,2.7uM
4xh6,5.567030709125595,2015,2.04,IC50,=,2.71uM
5all,5.57218942732401,2015,2.20,IC50,=,2.678uM
3jup,5.580044251510242,2009,1.90,Kd,=,2.63uM
3su5,5.579219380451435,2012,1.55,Ki,=,2635nM
4iur,5.580044251510242,2013,2.50,Kd,=,2.63uM
4tw8,5.583193128177055,2014,3.00,Ki,=,2.611uM
1f4x,5.585026652029182,2000,2.30,Kd,=,2.6uM
1fo0,5.585026652029182,2000,2.50,Kd,=,2.6uM
1mfi,5.585026652029182,1999,1.80,Ki,=,2.6uM
1rtl,5.585026652029182,2004,2.75,IC50,=,2.6uM
2hmb,5.585026652029182,1994,2.10,IC50,=,2.6uM
2xkc,5.585026652029182,2010,2.50,IC50,=,2.6uM
2zlg,5.585026652029182,2008,2.52,IC50,=,2.6uM
3gxy,5.585026652029182,2009,2.40,Kd,=,2.6uM
3nzi,5.585026652029182,2011,2.75,IC50,=,2.6uM
3sha,5.585026652029182,2012,1.52,Ki,=,2.6uM
3udv,5.5934598195660445,2012,1.88,Kd,=,2.55uM
4bqh,5.58838029403677,2013,1.75,Kd,=,2.58uM
4cwn,5.585026652029182,2014,1.80,Ki,=,2.6uM
4inr,5.585026652029182,2013,2.70,IC50,=,2.6uM
4kxm,5.585026652029182,2014,2.24,Kd,=,2.6uM
4tkb,5.591760034688151,2015,.86,Kd,=,2.56uM
4tx6,5.585026652029182,2014,1.90,IC50,=,2.6uM
5afv,5.585026652029182,2015,2.25,Kd,=,2.6uM
1e06,5.6020599913279625,2000,2.12,IC50,=,2.5uM
1e1y,5.6020599913279625,2000,2.23,IC50,=,2.5uM
1fwe,5.6020599913279625,1997,2.00,Ki,=,2.5uM
1h27,5.6020599913279625,2003,2.20,Kd,=,2.5uM
1kne,5.6020599913279625,2002,2.40,Kd,=,2.5uM
1lev,5.6020599913279625,2002,2.15,IC50,=,2.5uM
1o9d,5.6020599913279625,2003,2.30,Kd,=,2.5uM
1vfn,5.6020599913279625,1997,2.15,Ki,=,2.5uM
2bz8,5.6020599913279625,2005,2.00,Kd,=,2.5uM
2f71,5.6020599913279625,2005,1.55,IC50,=,2.5uM
2vxa,5.6020599913279625,2009,2.60,Kd,=,2.5uM
2wca,5.6020599913279625,2009,2.30,Ki,=,2.5uM
2wgs,5.6020599913279625,2009,2.55,IC50,=,2.5uM
2yhw,5.6020599913279625,2012,1.64,Kd,=,2.5uM
2yhy,5.6020599913279625,2012,1.82,Kd,=,2.5uM
3bl1,5.598599459218456,2008,2.10,Ki,=,2.52uM
3cbp,5.6020599913279625,2008,1.42,IC50,=,2.5uM
3e6y,5.6020599913279625,2009,2.50,Kd,=,2.5uM
3fa3,5.6020599913279625,2009,2.60,Ki,=,2.5uM
3lfs,5.6020599913279625,2010,2.40,IC50,=,2500nM
3qce,5.6020599913279625,2011,2.10,Ki,=,2.5uM
3qcf,5.6020599913279625,2011,2.50,Ki,=,2.5uM
3qps,5.6020599913279625,2011,2.35,Kd,=,2.5uM
3u78,5.6020599913279625,2012,2.69,Ki,=,2.5uM
3upz,5.6020599913279625,2012,2.20,Ki,>,2.5uM
4btl,5.6020599913279625,2013,2.50,IC50,=,2.5uM
4eqj,5.598599459218456,2012,1.80,Kd,=,2.52uM
4o77,5.6020599913279625,2014,2.00,IC50,=,2.5uM
4os1,5.6020599913279625,2014,2.20,Ki,=,2.5uM
4q6f,5.6020599913279625,2014,1.91,Kd,=,2.50uM
4uiy,5.600326278518962,2015,1.30,IC50,=,2.51uM
4xsz,5.6020599913279625,2015,3.68,IC50,=,2.5uM
4yad,5.6020599913279625,2015,1.73,IC50,=,2.5uM
4zzy,5.6020599913279625,2015,2.20,Kd,=,2.5uM
5a82,5.600326278518962,2015,1.86,IC50,=,2.51uM
5boy,5.6020599913279625,2015,2.03,IC50,=,2.5uM
5d6p,5.6020599913279625,2015,2.05,IC50,=,2.5uM
5dj5,5.6020599913279625,2015,2.40,IC50,=,2.5uM
3bho,5.61261017366127,2008,1.80,Kd,=,2.44uM
3u5j,5.609064892896621,2011,1.60,Kd,=,2.46uM
1a08,5.619788758288394,1998,2.20,Kd,=,2.4uM
1aqi,5.619788758288394,1997,2.60,Kd,=,2.4uM
1cqp,5.619788758288394,2000,2.60,IC50,=,2.4uM
1ejn,5.619788758288394,2000,1.80,Ki,=,2.4uM
1fyr,5.619788758288394,2000,2.40,IC50,=,2.4uM
1uti,5.619788758288394,2004,1.50,Kd,=,2.4uM
2bmk,5.619788758288394,2006,2.30,Kd,=,2.4uM
2qnx,5.619788758288394,2008,2.70,IC50,=,2.4uM
2xk8,5.619788758288394,2010,2.00,IC50,=,2.4uM
2z5t,5.619788758288394,2007,2.30,Kd,=,2.40uM
3abu,5.619788758288394,2010,3.10,Ki,=,2.4uM
3btj,5.619788758288394,2008,2.98,Kd,=,2.4uM
3c6w,5.619788758288394,2008,1.75,Kd,=,2.4uM
3e3c,5.619788758288394,2009,2.50,Kd,=,2.4uM
3ip9,5.619788758288394,2010,1.80,Kd,=,2.4uM
3ldp,5.617982957425132,2011,2.20,Kd,=,2.41uM
3lpl,5.621602099051862,2010,2.10,Kd,=,2.39uM
3nes,5.619788758288394,2010,1.75,Kd,=,2.4uM
3twu,5.619788758288394,2011,1.80,Kd,=,2.4uM
3upy,5.621602099051862,2012,1.80,IC50,=,2.39uM
4ddy,5.619788758288394,2012,1.36,Ki,=,2.4uM
4dli,5.619788758288394,2013,1.91,Kd,=,2.40uM
4dzy,5.619788758288394,2013,2.10,Kd,=,2.4uM
4f9g,5.619788758288394,2012,2.95,Kd,=,2.4uM
4htp,5.619788758288394,2012,2.25,Kd,=,2.4uM
4iid,5.619788758288394,2013,2.30,Ki,=,2.4uM
4j48,5.617982957425132,2013,2.10,Ki,=,2.41uM
4jiz,5.619788758288394,2013,2.10,Kd,=,2.4uM
4lng,5.619788758288394,2014,1.91,IC50,=,2400nM
4mg6,5.616184634019569,2014,2.10,Kd,=,2.42uM
4my6,5.619788758288394,2014,1.70,Kd,=,2.4uM
4mzl,5.619788758288394,2013,2.01,IC50,=,2.4uM
4oz1,5.619788758288394,2014,1.74,Kd,=,2400nM
4txe,5.619788758288394,2014,1.80,IC50,=,2.4uM
1vwl,5.632644078973981,1998,1.45,Kd,=,2.33uM
3bux,5.627087997029894,2008,1.35,Kd,=,2.36uM
3gy3,5.627087997029894,2010,1.70,Kd,=,2.36uM
3l1n,5.6307841425898575,2010,1.30,Kd,=,2.34uM
3rf5,5.6252516539898965,2011,2.10,Ki,=,2.37uM
1f57,5.638272163982407,2000,1.75,Ki,=,2.3uM
1h1r,5.638272163982407,2002,2.00,IC50,=,2.3uM
1hk1,5.638272163982407,2003,2.65,Kd,=,2.3uM
1hlf,5.638272163982407,2000,2.26,Ki,=,2.3uM
1hte,5.644931793651149,1994,2.80,IC50,=,2265nM
1lrt,5.638272163982407,2003,2.20,Ki,=,2.3uM
1qs4,5.638272163982407,1999,2.10,IC50,=,2.3uM
1y3v,5.638272163982407,2005,1.60,Ki,=,2300nM
1y3y,5.638272163982407,2005,1.75,Ki,=,2300nM
1z9g,5.638272163982407,2005,1.70,Ki,=,2.3uM
2gni,5.642065152999546,2006,2.27,IC50,=,2.28uM
2ojg,5.638272163982407,2007,2.00,Ki,=,2.3uM
2qlm,5.638272163982407,2008,2.10,Ki,=,2.3uM
2reg,5.638272163982407,2008,1.90,Kd,=,2.3uM
2x6k,5.638272163982407,2010,3.50,IC50,=,2300nM
2xkd,5.638272163982407,2010,1.96,IC50,=,2.3uM
2xzc,5.638272163982407,2011,1.36,Kd,=,2.3uM
3arv,5.638272163982407,2011,1.50,Kd,=,2.3uM
3fv7,5.638272163982407,2010,2.00,Ki,=,2.3uM
3fwv,5.638272163982407,2009,2.20,Kd,=,2.3uM
3hv6,5.638272163982407,2009,1.95,IC50,=,2300nM
3iw7,5.638272163982407,2009,2.40,Kd,=,2.3uM
3n86,5.638272163982407,2011,1.90,Ki,=,2.3uM
3p79,5.638272163982407,2011,2.10,IC50,=,2.3uM
3qzq,5.638272163982407,2011,1.70,IC50,=,2.3uM
3s8l,5.638272163982407,2011,1.71,Kd,=,2.3uM
3zjt,5.638272163982407,2013,2.20,IC50,=,2.3uM
4b11,5.638272163982407,2012,1.59,IC50,=,2.3uM
4deu,5.640164517660112,2012,1.60,Kd,=,2.29uM
4dmn,5.638272163982407,2012,2.45,IC50,=,2.3uM
4ft2,5.638272163982407,2012,3.20,Kd,=,2.3uM
4jin,5.642065152999546,2013,2.10,Kd,=,2.28uM
4l7b,5.638272163982407,2014,2.41,IC50,=,2.3uM
4mbp,5.638272163982407,1998,1.70,Ki,=,2.3uM
4nhy,5.638272163982407,2014,2.60,IC50,=,2.3uM
4zqt,5.638272163982407,2015,1.98,Ki,=,2.3uM
1hq5,5.653647025549361,2001,2.30,Kd,=,2.22uM
3q7q,5.646660904688695,2011,2.30,Kd,=,2256nM
3sn8,5.649751981665837,2011,1.99,Ki,=,2.24uM
4ezy,5.645891560852599,2013,1.85,Kd,=,2.26uM
4iuu,5.653647025549361,2013,2.70,Kd,=,2.22uM
4qz7,5.645507399410564,2015,2.80,IC50,=,2.262uM
4zsq,5.647817481888637,2015,2.30,IC50,=,2.25uM
1n5r,5.657577319177793,2003,2.25,Ki,=,2.2uM
1nhu,5.657577319177793,2003,2.00,Ki,=,2.2uM
1nhv,5.657577319177793,2003,2.90,Ki,=,2.2uM
1o43,5.657577319177793,2004,1.50,IC50,=,2.2uM
1pxk,5.657577319177793,2003,2.80,IC50,=,2.2uM
2aie,5.657577319177793,2005,1.70,IC50,=,2.2uM
2aod,5.663540266151471,2006,1.40,Ki,=,2.17uM
2azm,5.657577319177793,2006,2.41,Kd,=,2.2uM
2erz,5.657577319177793,2005,2.20,Ki,=,2.2uM
2f4j,5.657577319177793,2006,1.91,IC50,=,2.2uM
2nxd,5.657577319177793,2007,2.00,Kd,=,2.2uM
2op9,5.657577319177793,2007,1.80,Ki,=,2.2uM
2r3c,5.657577319177793,2007,1.73,IC50,=,2.2uM
2x97,5.657577319177793,2010,1.85,Ki,=,2200nM
2z5s,5.657577319177793,2007,2.30,Kd,=,2.20uM
3b1t,5.657577319177793,2011,2.50,IC50,=,2.2uM
3ery,5.657577319177793,2008,1.95,Kd,=,2200nM
3g2w,5.657577319177793,2009,2.40,Kd,=,2.2uM
3iuc,5.663540266151471,2009,2.40,Kd,=,2.17uM
3mke,5.657577319177793,2010,1.75,Ki,=,2.2uM
3oxi,5.657577319177793,2011,2.20,IC50,=,2.2uM
3p4f,5.657577319177793,2010,2.35,Kd,=,2.2uM
3sh0,5.657577319177793,2012,1.84,IC50,=,2.2uM
3t6r,5.657577319177793,2011,1.95,Kd,=,2.20uM
3td4,5.657577319177793,2011,1.79,Kd,=,2.2uM
3zi8,5.657577319177793,2013,1.50,Kd,=,2.2uM
4gs9,5.657577319177793,2013,1.72,Kd,=,2.2uM
4hxl,5.657577319177793,2013,1.52,IC50,=,2.2uM
4jls,5.657577319177793,2014,2.20,Ki,=,2.2uM
4l70,5.657577319177793,2014,2.00,IC50,=,2.2uM
4l7u,5.657577319177793,2014,2.80,IC50,=,2.2uM
4n7g,5.657577319177793,2014,2.25,Kd,=,2.2uM
4nal,5.657577319177793,2014,1.80,IC50,=,2.2uM
4pr5,5.657577319177793,2014,1.80,Kd,=,2.2uM
4pra,5.657577319177793,2014,1.85,Kd,=,2.2uM
4prn,5.657577319177793,2014,1.65,Kd,=,2.2uM
4prp,5.657577319177793,2014,2.50,Kd,=,2.2uM
4yo6,5.657577319177793,2015,2.32,IC50,=,2.2uM
4zek,5.657577319177793,2015,2.09,Kd,=,2.2uM
5c28,5.657577319177793,2015,1.56,Ki,=,2.2uM
2bb7,5.669586226650809,2006,1.70,IC50,=,2.14uM
2h15,5.670602120638957,2007,1.90,Ki,=,2135nM
2lko,5.673664139071248,2011,NMR,Kd,=,2.12uM
2pqz,5.667561540084395,2008,1.55,Ki,=,2.15uM
2qwf,5.665546248849069,1998,1.90,Ki,=,2.160uM
3tdu,5.667561540084395,2011,1.50,Kd,=,2.15uM
3zmp,5.671620396561262,2014,2.62,IC50,=,2.13uM
4ncn,5.673664139071248,2014,1.87,Kd,=,2.12uM
4u7t,5.669586226650809,2014,2.90,Kd,=,2.14uM
1e8h,5.6777807052660805,2000,2.60,Kd,=,2.1uM
1gnn,5.6777807052660805,1996,2.30,Ki,=,2100nM
1nhx,5.675717544702308,2003,2.10,IC50,=,2.11uM
1ow4,5.6777807052660805,2003,1.60,Kd,=,2.1uM
1oxn,5.6777807052660805,2003,2.20,Ki,=,2.1uM
1pwu,5.6777807052660805,2004,2.70,Ki,=,2.1uM
1tve,5.6777807052660805,2004,3.00,IC50,=,2.1uM
2an5,5.6777807052660805,2006,2.50,Ki,=,2.1uM
2c92,5.675717544702308,2006,1.60,Kd,=,2.11uM
2cbu,5.6777807052660805,2006,1.85,Kd,=,2.1uM
2k0x,5.6777807052660805,2008,NMR,Kd,=,2.1uM
2q8z,5.6777807052660805,2008,1.80,Ki,=,2.1uM
2uyq,5.6777807052660805,2007,1.80,Kd,=,2.1uM
2v0c,5.6777807052660805,2007,1.85,IC50,=,2.1uM
2vpg,5.6777807052660805,2008,1.60,Kd,=,2.1uM
2vr4,5.6777807052660805,2008,1.80,Ki,=,2.1uM
2xk3,5.6777807052660805,2010,2.20,IC50,=,2.1uM
3al3,5.6777807052660805,2010,2.15,Kd,=,2.1uM
3b5j,5.6777807052660805,2008,2.00,Kd,=,2.1uM
3d45,5.6777807052660805,2009,3.00,Kd,=,2.1uM
3ha6,5.6777807052660805,2009,2.36,IC50,=,2.1uM
3oil,5.6777807052660805,2011,1.50,Ki,=,2100nM
3sou,5.6777807052660805,2011,1.80,Kd,=,2.1uM
3u0p,5.6777807052660805,2012,2.80,Kd,=,2.1uM
3vi5,5.6777807052660805,2012,2.00,IC50,=,2.1uM
3zju,5.6777807052660805,2013,2.40,IC50,=,2.1uM
4c52,5.6777807052660805,2014,2.05,Kd,=,2.1uM
4cxx,5.675717544702308,2014,2.76,IC50,=,2.11uM
4d2p,5.6777807052660805,2014,2.55,IC50,=,2.1uM
4det,5.6777807052660805,2012,2.05,Kd,=,2.10uM
4jfj,5.6777807052660805,2013,1.08,Ki,=,2.1uM
4l4z,5.6777807052660805,2013,2.30,Kd,=,2.1uM
4mg9,5.675717544702308,2014,2.00,Kd,=,2.11uM
4mm9,5.684029654543083,2013,2.90,Ki,=,2070nM
4q9y,5.6777807052660805,2015,1.55,Ki,=,2.1uM
4wku,5.6777807052660805,2014,2.00,Ki,=,2.1uM
4ycw,5.6777807052660805,2015,2.90,Kd,=,2.1uM
3sji,5.686132779630847,2011,1.80,IC50,=,2.06uM
3uvl,5.692503962086787,2011,2.20,Kd,=,2.03uM
1a46,5.698970004336019,1998,2.12,Ki,=,2000nM
1a99,5.698970004336019,1998,2.20,Kd,=,2uM
1bt6,5.698970004336019,1999,2.40,Kd,=,2uM
1dkd,5.698970004336019,2000,2.10,Kd,=,2.0uM
1egh,5.698970004336019,2000,2.00,Ki,=,2uM
1g4k,5.698970004336019,2001,2.00,IC50,=,2.0uM
1g98,5.698970004336019,2001,1.90,Ki,=,2uM
1g9r,5.698970004336019,2001,2.00,Ki,=,2uM
1i32,5.698970004336019,2001,2.60,IC50,=,2uM
1i48,5.698970004336019,2001,3.25,Ki,=,2.0uM
1jsv,5.698970004336019,2001,1.96,Ki,=,2uM
1n1m,5.698970004336019,2002,2.50,Ki,=,2uM
1o4b,5.698970004336019,2004,1.85,IC50,=,2uM
1pgp,5.698970004336019,1995,2.50,Kd,=,2uM
1xt3,5.696803942579511,2004,2.40,Kd,=,2.01uM
1y2d,5.698970004336019,2005,1.70,IC50,=,2.0uM
2a14,5.698970004336019,2005,1.70,Ki,=,2.0uM
2adm,5.698970004336019,1997,2.60,Kd,=,2.0uM
2avm,5.698970004336019,2006,1.10,Ki,=,2.0uM
2bgn,5.698970004336019,2005,3.15,Ki,=,2uM
2bw7,5.698970004336019,2005,2.30,IC50,=,2uM
2ccs,5.698970004336019,2006,1.79,IC50,=,2.0uM
2f2h,5.698970004336019,2006,1.95,Ki,=,2uM
2gpp,5.698970004336019,2006,2.60,IC50,=,2.0uM
2h3e,5.698970004336019,2006,2.30,Kd,=,2uM
2hwh,5.698970004336019,2006,2.30,IC50,=,2.0uM
2i4p,5.7037737127388395,2007,2.10,Kd,=,1978nM
2i4z,5.7037737127388395,2007,2.25,Kd,=,1978nM
2o3z,5.698970004336019,2007,2.25,Kd,=,2uM
2oi9,5.698970004336019,2007,2.35,Kd,=,2uM
2x7c,5.698970004336019,2010,1.90,IC50,=,2uM
2x7x,5.698970004336019,2010,2.64,Kd,=,2uM
2xpb,5.698970004336019,2011,2.00,IC50,=,2.0uM
2ya6,5.698970004336019,2011,2.00,Ki,=,2uM
2zbk,5.698970004336019,2008,3.56,Kd,=,2uM
3acx,5.698970004336019,2010,1.31,Ki,=,2uM
3b0w,5.698970004336019,2011,2.20,IC50,=,2uM
3bar,5.698970004336019,2008,1.90,Ki,=,2.0uM
3c4h,5.698970004336019,2008,2.10,Kd,=,2uM
3d4y,5.698970004336019,2008,1.52,Ki,=,2uM
3dkj,5.698970004336019,2009,2.00,Kd,=,2.0uM
3doz,5.703334809738469,2009,2.50,IC50,=,1.98uM
3ds1,5.698970004336019,2008,1.60,Kd,=,2.0uM
3eks,5.698970004336019,2008,1.80,Kd,=,2uM
3fhb,5.698970004336019,2009,2.30,Kd,=,2uM
3g0c,5.698970004336019,2010,2.69,IC50,=,2uM
3kku,5.698970004336019,2010,1.28,Ki,=,2uM
3n5h,5.698970004336019,2010,2.20,IC50,=,2uM
3pxe,5.698970004336019,2011,2.85,Kd,=,2uM
3s9i,5.698970004336019,2012,1.90,IC50,=,2.0uM
3srg,5.698970004336019,2012,2.19,Ki,~,2uM
3udy,5.698970004336019,2012,2.00,IC50,=,2.0uM
4aa7,5.698970004336019,2012,2.00,IC50,=,2uM
4b13,5.698970004336019,2012,1.58,IC50,=,2.0uM
4bs0,5.698970004336019,2013,1.09,Ki,=,2uM
4d1c,5.698970004336019,2014,3.70,Kd,=,2uM
4f39,5.703334809738469,2012,1.83,Ki,=,1980nM
4hnn,5.698970004336019,2013,2.40,Kd,=,2uM
4i7b,5.698970004336019,2013,3.00,IC50,=,2uM
4j28,5.698970004336019,2013,1.73,Ki,=,2.0uM
4j8s,5.698970004336019,2013,1.55,Kd,~,2uM
4l2l,5.698970004336019,2014,1.65,Ki,=,0.002mM
4pio,5.698970004336019,2014,1.51,Kd,=,2uM
4pzv,5.698970004336019,2014,1.70,Kd,=,2.0uM
4qxq,5.701146923590294,2014,2.42,Kd,=,1.99uM
4tky,5.698970004336019,2015,2.50,Kd,=,2.0uM
4zyr,5.698970004336019,2015,3.31,Kd,~,2uM
5ajz,5.696803942579511,2015,2.35,IC50,=,2.01uM
7gch,5.698970004336019,1990,1.80,Ki,=,2uM
9lpr,5.698970004336019,1993,2.20,Ki,=,2000nM
1n7m,5.707743928643524,2003,1.80,Kd,=,1.96uM
2oz2,5.714442690992226,2008,1.95,Kd,=,1.93uM
2uz9,5.707743928643524,2007,2.30,Ki,=,1.96uM
3bt9,5.709965388637482,2008,2.75,Kd,=,1.95uM
3hj0,5.707743928643524,2009,1.34,IC50,=,1.96uM
3lf0,5.714442690992226,2010,2.40,Kd,=,1.93uM
3t3h,5.7121982700697735,2012,2.60,Ki,=,1.94uM
3wvm,5.709965388637482,2015,.88,Kd,=,1.95uM
4mny,5.707743928643524,2014,1.70,Ki,=,1.96uM
4wvu,5.7055337738384075,2015,2.02,IC50,=,1.97uM
1cka,5.721246399047171,1995,1.50,Kd,=,1.9uM
1guw,5.721246399047171,2002,NMR,Kd,=,1.9uM
1obx,5.721246399047171,2003,1.35,Kd,=,1.9uM
2hob,5.721246399047171,2007,1.95,Ki,=,1.9uM
2qg0,5.721246399047171,2008,1.85,Ki,=,1.9uM
2v25,5.721246399047171,2007,1.49,Kd,=,1.9uM
2vtj,5.721246399047171,2008,2.20,IC50,=,1.9uM
3b1u,5.721246399047171,2011,2.10,IC50,=,1.9uM
3c4f,5.721246399047171,2008,2.07,IC50,=,1.9uM
3jvr,5.723538195826756,2009,1.76,Ki,=,1.89uM
3k3i,5.721246399047171,2009,1.70,IC50,=,1.9uM
3mks,5.721246399047171,2010,2.60,IC50,=,1.9uM
3shc,5.721246399047171,2012,1.90,Ki,=,1.9uM
3tku,5.716698771296451,2011,2.15,IC50,=,1.92uM
3tne,5.721246399047171,2012,2.40,Ki,=,1.9uM
4a6v,5.721246399047171,2012,1.46,IC50,=,1.9uM
4a6w,5.721246399047171,2012,1.46,IC50,=,1.9uM
4abk,5.721246399047171,2012,1.60,Kd,=,1.9uM
4awm,5.721246399047171,2012,2.60,IC50,=,1.9uM
4br3,5.721246399047171,2013,2.20,Kd,=,1.9uM
4dkp,5.721246399047171,2012,1.80,Kd,=,1.9uM
4dn0,5.721246399047171,2012,2.30,Kd,=,1.9uM
4h3c,5.721246399047171,2012,1.93,IC50,=,1.9uM
4hbx,5.721246399047171,2012,1.62,IC50,=,1.9uM
4hfz,5.721246399047171,2013,2.69,Kd,=,1900nM
4i9o,5.721246399047171,2013,2.00,Kd,=,1.9uM
4iut,5.721246399047171,2013,2.70,Kd,=,1.9uM
4iuv,5.721246399047171,2013,2.80,Kd,=,1.9uM
4nhx,5.721246399047171,2014,2.10,IC50,=,1.9uM
4obz,5.721246399047171,2014,2.90,IC50,=,1.9uM
4rvt,5.721246399047171,2015,2.40,IC50,=,1.9uM
4u82,5.721246399047171,2015,1.66,IC50,=,1.9uM
2z4z,5.730487055782084,2008,2.09,IC50,=,1.86uM
3bqc,5.732828271596986,2008,1.50,Ki,=,1.85uM
3m3z,5.732828271596986,2011,2.10,Ki,=,1.85uM
4i60,5.728158393463501,2013,2.50,Kd,=,1.87uM
4j44,5.728158393463501,2013,1.30,Ki,=,1.87uM
1bkm,5.7447274948966935,1997,2.00,IC50,=,1.8uM
1dmb,5.7447274948966935,1993,1.80,Kd,=,1.80uM
1g3b,5.7447274948966935,2001,1.80,Ki,=,1.8uM
1h25,5.7447274948966935,2003,2.50,Kd,=,1.8uM
1o32,5.7447274948966935,2003,1.78,Ki,=,1.8uM
1o33,5.7447274948966935,2003,1.46,Ki,=,1.8uM
1o34,5.7447274948966935,2003,1.50,Ki,=,1.8uM
